Vehicle Model,Battery Capacity (kWh),Charging Station Location,Energy Consumed (kWh),Charging Rate (kW),Charging Time Difference (minutes),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Energy per 100 km (kWh/100 km),Charging Cost (USD),Long Session
BMW i3,85,Houston,40.2483826,23.23226426,213,Night,Tuesday,45.0273134,92.37835175,28.45468193,38.96813601,6,DC Fast Charger,Commuter,141.4473116,16.09935304,Normal
BMW i3,100,Los Angeles,74.28073484,41.34180124,181,Evening,Thursday,66.0051338,100,35.47986919,4.761855467,7,Level 2,Casual Driver,209.3602275,18.57018371,Normal
Chevy Bolt,85,San Francisco,150.984404,38.87012919,230,Afternoon,Monday,20.21835515,100,246.4102121,7.464952137,1,DC Fast Charger,Commuter,61.27359849,60.3937616,Normal
Nissan Leaf,50,Los Angeles,74.94807969,43.62020159,157,Morning,Tuesday,72.33754267,100,127.9108306,12.2647032,5,Level 2,Long-Distance Traveler,58.59400597,18.73701992,Normal
BMW i3,100,Los Angeles,52.8841303,25.02596163,60,Night,Sunday,30.59535961,83.47948991,186.8140686,19.18928092,0,Level 1,Commuter,28.30843025,6.874936939,Normal
Tesla Model 3,50,San Francisco,34.96988837,19.6515445,84,Night,Monday,36.73261807,100,249.0598376,9.598491187,4,Level 2,Commuter,14.04075772,8.742472093,Normal
Tesla Model 3,85,New York,55.91756317,6.638807143,39,Night,Saturday,46.86961642,100,179.0935735,15.16931484,6,DC Fast Charger,Commuter,31.22254031,22.36702527,Normal
Tesla Model 3,62,San Francisco,76.59801205,31.59720483,217,Morning,Friday,69.31359127,100,290.988477,31.24889263,3,DC Fast Charger,Casual Driver,26.32338326,30.63920482,Normal
Tesla Model 3,100,New York,20.25597516,3.023485282,159,Evening,Friday,79.64988507,99.90586023,32.00803709,36.54506398,0,Level 1,Casual Driver,63.28402803,2.633276771,Long Session
Chevy Bolt,50,Houston,56.06879095,28.16853365,44,Afternoon,Monday,75.63146824,100,219.4318971,7.109435812,4,DC Fast Charger,Long-Distance Traveler,25.55179611,22.42751638,Normal
Tesla Model 3,62,Houston,65.04979561,22.55945181,32,Night,Saturday,83.58728192,100,188.0781767,25.34429385,3,DC Fast Charger,Casual Driver,34.58657285,26.01991824,Normal
BMW i3,85,San Francisco,27.06146675,9.95233839,132,Morning,Friday,20.15540253,51.99242224,81.38711341,37.84252106,3,Level 1,Casual Driver,33.25030907,3.517990678,Normal
Hyundai Kona,50.87061708,Houston,23.57128154,49.78371903,188,Night,Friday,51.07152573,97.40727492,267.3473926,-3.089617682,3,DC Fast Charger,Casual Driver,8.816723929,9.428512616,Normal
Tesla Model 3,62,Chicago,43.31825825,21.74018978,227,Evening,Friday,45.19283551,100,56.90417362,38.586648,3,DC Fast Charger,Long-Distance Traveler,76.12492283,17.3273033,Long Session
Chevy Bolt,100,Los Angeles,41.08911136,7.854182226,96,Afternoon,Wednesday,10.71439507,51.80350643,35.43902475,-2.560800824,6.644424525,Level 2,Long-Distance Traveler,115.943121,10.27227784,Normal
Chevy Bolt,58.0121307,Los Angeles,48.99847458,2.560943434,85,Night,Saturday,15.60051543,100,85.09726682,15.56371033,6,Level 2,Long-Distance Traveler,57.57937524,12.24961865,Normal
Tesla Model 3,85,New York,10.27760809,45.6866918,92,Morning,Wednesday,27.84001448,39.93131812,39.27594026,35.09405877,1.803488242,Level 2,Long-Distance Traveler,26.16769459,2.569402023,Normal
Hyundai Kona,85,Houston,45.57396766,11.089827,232,Evening,Monday,45.7060602,99.32249274,217.5899277,-9.090468359,1,Level 2,Commuter,20.94488846,11.39349192,Long Session
Tesla Model 3,62,New York,69.10554639,22.98621554,44,Afternoon,Monday,58.58472328,100,101.3750717,1.496665178,1,Level 2,Long-Distance Traveler,68.16818495,17.2763866,Normal
Chevy Bolt,102.9494943,Los Angeles,37.76450274,22.23315159,138,Morning,Thursday,74.68253406,100,156.4170174,2.224393528,6,Level 2,Long-Distance Traveler,24.14347452,9.441125685,Normal
Nissan Leaf,85,Los Angeles,14.49568703,21.24491493,145,Night,Wednesday,30.75797032,47.81171977,119.356633,-5.59879854,0.674947023,Level 2,Commuter,12.1448525,3.623921758,Long Session
BMW i3,75,Houston,54.6408791,19.70948849,121,Morning,Monday,27.0170636,99.87156907,130.551963,12.62950128,5,Level 1,Commuter,41.85373997,7.103314283,Long Session
Chevy Bolt,75,Chicago,67.89119053,9.684686976,167,Afternoon,Wednesday,64.31430157,100,32.89268076,16.31767547,6,Level 2,Casual Driver,206.4021203,16.97279763,Long Session
Tesla Model 3,100,Chicago,22.74259439,29.63598065,195,Evening,Thursday,76.22513955,98.96773394,280.9779275,-2.910447929,4,DC Fast Charger,Casual Driver,8.09408575,9.097037756,Long Session
BMW i3,85,Houston,56.01783154,37.85307848,136,Evening,Monday,18.03729692,83.94062814,14.72364927,11.49275618,7,Level 1,Long-Distance Traveler,380.4615997,7.2823181,Normal
Tesla Model 3,85,Houston,127.7574744,9.2864977,86,Night,Monday,27.64544589,100,103.9578251,18.40533315,1,Level 2,Casual Driver,122.8935621,31.9393686,Normal
Tesla Model 3,100,New York,13.87716709,9.913419024,79,Night,Monday,40.79935582,54.67652291,136.2786126,24.75962224,5,Level 2,Commuter,10.18293834,3.469291773,Normal
Nissan Leaf,75,Houston,113.2452003,22.09959954,100,Night,Monday,68.79319057,100,62.41285143,27.90141336,7,DC Fast Charger,Casual Driver,181.4453236,45.29808012,Normal
BMW i3,100,Chicago,47.82436785,6.082778487,172,Night,Tuesday,61.57804691,100,90.11434022,7.166868101,2,Level 1,Casual Driver,53.07076291,6.217167821,Long Session
BMW i3,50,Houston,71.14274636,40.32991098,175,Afternoon,Saturday,73.16017409,100,150.2700221,17.42486706,5,DC Fast Charger,Long-Distance Traveler,47.34327272,28.45709854,Normal
Nissan Leaf,85,New York,6.08863209,4.868312092,111,Night,Saturday,14.45331142,21.616408,54.81602107,6.170556621,2,DC Fast Charger,Commuter,11.10739519,2.435452836,Long Session
Chevy Bolt,50,New York,33.09869143,42.18689597,145,Morning,Wednesday,79.50472573,100,174.429899,-7.868909513,7.690884188,Level 1,Commuter,18.97535435,4.302829886,Long Session
Tesla Model 3,95.69778087,New York,78.83314652,8.424644632,134,Afternoon,Wednesday,12.48227539,94.85946931,118.6950831,4.760809785,0,DC Fast Charger,Casual Driver,66.41652245,31.53325861,Long Session
Hyundai Kona,100,New York,63.2365161,5.255799991,117,Afternoon,Wednesday,31.10919008,94.34570618,132.9596225,30.79081504,2,Level 1,Casual Driver,47.56069166,8.220747093,Long Session
Tesla Model 3,50,San Francisco,50.16138088,29.08728055,31,Night,Thursday,62.13327966,100,42.37605575,18.45997761,7,DC Fast Charger,Casual Driver,118.371991,20.06455235,Normal
Tesla Model 3,50,Houston,21.82050637,97.3422547,133,Afternoon,Sunday,78.27386156,100,240.7952118,10.33600034,5,Level 1,Long-Distance Traveler,9.061852271,2.836665828,Normal
Chevy Bolt,50,Los Angeles,61.00032236,5.72046526,113,Morning,Tuesday,44.94524693,100,232.3210389,27.54479108,6,Level 2,Casual Driver,26.25690839,15.25008059,Normal
Tesla Model 3,62,Houston,47.31460938,10.16337295,132,Afternoon,Sunday,40.48798797,100,260.6613918,23.72798354,5,Level 1,Casual Driver,18.15175199,6.150899219,Normal
Nissan Leaf,62,San Francisco,33.78434419,48.76808404,183,Afternoon,Wednesday,86.09789965,100,59.09157049,58.10524584,5,DC Fast Charger,Long-Distance Traveler,57.17286563,13.51373768,Normal
Nissan Leaf,62,New York,47.84104322,25.74955021,100,Morning,Wednesday,61.58201872,100,258.7029939,31.4229245,6,DC Fast Charger,Commuter,18.49265155,19.13641729,Normal
BMW i3,50,San Francisco,10.64015216,19.16716098,195,Morning,Monday,66.57606984,87.85637416,81.30727352,20.62351407,6,Level 2,Long-Distance Traveler,13.08634726,2.66003804,Normal
Hyundai Kona,102.83943,Chicago,72.23781882,39.93590506,123,Afternoon,Sunday,83.20627215,100,131.286165,3.860209283,2,Level 2,Casual Driver,55.0231769,18.05945471,Long Session
Tesla Model 3,85,Chicago,36.15792622,46.32809897,131,Evening,Monday,12.6663036,55.20504033,87.12429821,28.73003732,2,Level 2,Casual Driver,41.50154086,9.039481555,Normal
Tesla Model 3,50,Houston,63.62653233,9.986771923,162,Afternoon,Sunday,41.00608003,100,152.259867,5.098606887,1,Level 1,Commuter,41.78811764,8.271449203,Normal
Chevy Bolt,50,Houston,8.349591228,47.48218949,168,Morning,Sunday,43.32205191,60.02123437,311.6304081,3.04969077,5,Level 1,Long-Distance Traveler,2.679324935,1.08544686,Normal
Nissan Leaf,100,Los Angeles,65.83154347,7.253633663,94,Morning,Monday,82.15451673,100,65.28637656,-7.430016353,0,Level 1,Casual Driver,100.8350393,8.558100651,Normal
Hyundai Kona,100,Los Angeles,55.18877391,39.0162949,63,Morning,Wednesday,152.4897609,100,249.0494143,30.69927933,0,Level 1,Commuter,22.1597686,7.174540608,Normal
BMW i3,85,Chicago,55.9794347,39.29927221,149,Evening,Monday,2.325958995,68.18411747,67.87474828,11.44258047,5,Level 1,Casual Driver,82.47461113,7.277326511,Long Session
Nissan Leaf,62,New York,38.50773759,41.30992156,30,Morning,Wednesday,37.91329561,100,252.9734296,21.38432172,3,DC Fast Charger,Commuter,15.22204828,15.40309504,Normal
BMW i3,85,San Francisco,13.10581202,40.05441535,159,Night,Sunday,12.04434277,27.46294515,201.5628074,1.856657823,7,DC Fast Charger,Casual Driver,6.502098375,5.242324808,Long Session
Chevy Bolt,75,Los Angeles,7.816424005,5.098121574,177,Night,Thursday,70.54794124,80.96983991,50.3088064,29.88259211,6,DC Fast Charger,Casual Driver,15.53689019,3.126569602,Long Session
Chevy Bolt,50,Los Angeles,52.50980894,17.12970238,90,Evening,Thursday,30.47511661,100,152.2575153,-7.432249212,0,Level 1,Commuter,34.48749892,6.826275162,Normal
Tesla Model 3,85,New York,12.12801805,21.59970636,178,Morning,Friday,47.72203884,61.99029537,212.5522239,-1.206170461,3,Level 2,Commuter,5.705900333,3.032004513,Normal
Hyundai Kona,75,New York,28.98835178,8.849372832,117,Morning,Tuesday,39.67389281,78.32502852,195.9555816,7.186570885,3,DC Fast Charger,Casual Driver,14.79332793,11.59534071,Long Session
BMW i3,62,Houston,13.48519533,29.87310551,97,Night,Monday,82.88645336,100,152.259867,-5.680662911,1,DC Fast Charger,Commuter,8.856697167,5.394078132,Normal
Nissan Leaf,62,San Francisco,80.72941928,26.28209781,156,Night,Saturday,70.51514965,100,211.6338745,4.741180801,4,Level 1,Casual Driver,38.14579282,10.49482451,Normal
Chevy Bolt,85,New York,53.58667286,6.927506568,169,Afternoon,Monday,58.07325463,100,101.9504792,7.377646954,6.455612284,Level 1,Casual Driver,52.56147226,6.966267472,Long Session
Tesla Model 3,62,Los Angeles,72.8285851,47.52616642,51,Evening,Tuesday,81.71875949,100,186.723707,-8.817659946,2,Level 1,Long-Distance Traveler,39.00339505,9.467716063,Normal
Tesla Model 3,85,Los Angeles,64.23213303,29.92814716,177,Afternoon,Sunday,69.29221386,100,268.9329205,3.945102536,0,DC Fast Charger,Casual Driver,23.88407225,25.69285321,Long Session
BMW i3,100,Chicago,17.85487342,48.38467692,111,Evening,Tuesday,43.82063367,61.67550709,268.9717585,19.2648944,2.007640589,Level 2,Casual Driver,6.638196338,4.463718355,Normal
Chevy Bolt,62,New York,63.85425614,37.22881554,158,Morning,Sunday,17.58200971,100,128.3524661,28.16679401,3.281116643,Level 1,Commuter,49.7491463,8.301053298,Normal
Hyundai Kona,85,Houston,70.99471727,38.06141232,59,Morning,Friday,72.89524753,100,189.3786646,4.756515892,7,Level 1,Long-Distance Traveler,37.48823418,9.229313245,Normal
Chevy Bolt,85,San Francisco,62.24807114,18.5894723,155,Evening,Tuesday,78.60469651,100,102.9238175,20.80867427,6,Level 2,Commuter,60.47975354,15.56201779,Long Session
BMW i3,89.03206383,Houston,78.64289917,24.323951,86,Afternoon,Wednesday,74.34868091,100,152.259867,21.9585411,6,Level 2,Commuter,51.65044521,19.66072479,Normal
BMW i3,85,Los Angeles,6.961875674,22.67276738,53,Night,Monday,16.34081342,24.53125539,86.56483571,29.56154848,1,Level 2,Casual Driver,8.04238305,1.740468919,Normal
Chevy Bolt,85,Houston,75.18617181,53.1747828,43,Evening,Tuesday,17.16005127,100,150.0470024,24.92336832,5,Level 1,Casual Driver,50.10841311,9.774202335,Normal
BMW i3,50,Los Angeles,1.754520234,8.430755655,65,Evening,Wednesday,27.11810685,30.62714732,65.8893946,25.9360821,2,Level 1,Casual Driver,2.66282646,0.22808763,Normal
Chevy Bolt,81.65318205,Los Angeles,73.61433544,3.855782923,226,Evening,Tuesday,46.80786064,100,162.0630202,33.8607877,7,DC Fast Charger,Commuter,45.42327753,29.44573418,Long Session
Nissan Leaf,62,Los Angeles,6.37787409,23.34247375,232,Morning,Saturday,46.181021,56.46791469,169.1119788,-2.960534093,2,DC Fast Charger,Commuter,3.771391085,2.551149636,Normal
Chevy Bolt,62,Los Angeles,51.16182198,40.50297561,53,Evening,Wednesday,44.27162791,100,35.4562759,31.91759862,1.888037483,DC Fast Charger,Casual Driver,144.2955321,20.46472879,Normal
Chevy Bolt,75,Los Angeles,28.22969163,23.43741011,217,Morning,Thursday,61.78774868,99.42733752,91.12057889,24.32145836,7,DC Fast Charger,Commuter,30.98058855,11.29187665,Long Session
BMW i3,62,Chicago,67.92283225,41.7435588,124,Night,Wednesday,63.58206768,100,157.0245514,14.33345539,5,DC Fast Charger,Long-Distance Traveler,43.25618616,27.1691329,Normal
BMW i3,75,Houston,15.27366667,5.37038419,84,Night,Friday,86.95322411,100,113.6685009,6.864161791,6,DC Fast Charger,Long-Distance Traveler,13.43702657,6.109466668,Normal
Tesla Model 3,85,Chicago,50.6437366,29.63368144,234,Afternoon,Sunday,31.57069886,91.15156545,195.0011484,6.434361447,3,Level 1,Long-Distance Traveler,25.97099403,6.583685758,Long Session
Tesla Model 3,50,Chicago,52.05474165,5.231316129,237,Morning,Wednesday,74.86887756,100,153.9736062,4.820141443,4,DC Fast Charger,Commuter,33.80757452,20.82189666,Long Session
Nissan Leaf,75,New York,57.89799819,40.88088133,53,Night,Tuesday,58.60214897,100,266.6876733,15.72519595,7,Level 1,Long-Distance Traveler,21.71003912,7.526739765,Normal
Tesla Model 3,75,New York,30.90079834,40.56440393,234,Night,Thursday,24.83449931,66.03556376,13.01388374,33.50586024,4,Level 1,Casual Driver,237.4448625,4.017103784,Normal
Chevy Bolt,46.5379115,New York,35.34837713,5.497144233,181,Afternoon,Thursday,41.20931818,100,219.1532219,-8.720424638,4,Level 2,Casual Driver,16.12952656,8.837094283,Long Session
BMW i3,75,San Francisco,11.92593792,49.42273698,211,Afternoon,Wednesday,29.33302483,45.23427539,192.1750239,-3.357374398,0,Level 1,Casual Driver,6.205768927,1.55037193,Normal
Tesla Model 3,62,New York,55.46412784,20.98803215,55,Afternoon,Tuesday,78.79166882,100,90.39683723,15.92271475,3,Level 1,Long-Distance Traveler,61.35627035,7.210336619,Normal
Tesla Model 3,50,Houston,44.15948701,23.75243532,223,Morning,Thursday,81.45214551,100,33.56494023,-5.332773776,7,Level 1,Long-Distance Traveler,131.5643249,5.740733311,Long Session
Nissan Leaf,100,Chicago,65.24475505,46.9698183,109,Evening,Saturday,27.08090945,92.3256645,95.65656154,20.42707195,4,Level 2,Commuter,68.20729702,16.31118876,Normal
Nissan Leaf,50,Houston,20.46478094,18.59949061,195,Morning,Wednesday,18.13415171,59.06371359,62.92995606,25.42808821,7,Level 1,Casual Driver,32.51993522,2.660421522,Long Session
Chevy Bolt,27.03325783,New York,49.1867283,21.86305516,94,Afternoon,Wednesday,64.42180952,100,120.4018032,2.803936969,5,Level 2,Commuter,40.85215252,12.29668208,Normal
BMW i3,85,San Francisco,32.64266714,29.19908693,104,Evening,Sunday,51.55780935,89.96094716,183.5940687,29.93933285,0,DC Fast Charger,Long-Distance Traveler,17.77980486,13.05706686,Long Session
Nissan Leaf,85,San Francisco,66.62370004,45.50567504,208,Night,Wednesday,62.39013911,100,286.0720989,-0.976247385,0,Level 1,Commuter,23.28912897,8.661081005,Normal
Tesla Model 3,62,Chicago,33.36550879,10.19694665,192,Morning,Thursday,26.84932308,80.66465984,244.0527884,26.87389733,0,DC Fast Charger,Casual Driver,13.67143109,13.34620352,Long Session
BMW i3,120.5106328,Houston,68.82528251,42.43561005,132,Afternoon,Monday,70.75160734,100,139.0348047,-1.966119085,0,Level 1,Commuter,49.50219672,8.947286726,Normal
BMW i3,75,Los Angeles,65.89172327,25.99305496,58,Afternoon,Tuesday,18.87132186,100,77.26928193,11.72918175,5,Level 2,Commuter,85.27544403,16.47293082,Normal
Tesla Model 3,62,Houston,90.05024526,41.5266716,194,Evening,Friday,18.85564766,100,139.2222178,1.565003654,3,DC Fast Charger,Long-Distance Traveler,64.68094437,36.0200981,Normal
Nissan Leaf,75,New York,12.66982107,18.71829649,110,Morning,Friday,35.91735463,52.81044939,296.1316624,29.4030223,3,Level 1,Long-Distance Traveler,4.278441883,1.647076739,Long Session
Tesla Model 3,50,Los Angeles,25.35411412,42.38057219,215,Night,Tuesday,72.40240861,100,73.38219447,2.976166149,0,Level 1,Long-Distance Traveler,34.55077121,3.296034836,Long Session
BMW i3,100,San Francisco,37.92811166,22.13821659,83,Night,Monday,35.54534803,73.47345969,69.64107368,-1.326875184,2,Level 2,Long-Distance Traveler,54.46227299,9.482027915,Normal
Hyundai Kona,75,Chicago,20.65855863,30.00441036,68,Evening,Sunday,32.64110425,60.18584909,111.1895587,-8.60920022,6,Level 1,Casual Driver,18.57958505,2.685612622,Normal
Hyundai Kona,50,Chicago,31.87719017,23.46635584,131,Evening,Sunday,68.82368384,100,249.7635289,38.18867276,6,DC Fast Charger,Casual Driver,12.76294835,12.75087607,Normal
Chevy Bolt,50,San Francisco,29.58284044,37.1837654,185,Night,Sunday,24.74394127,83.90962215,248.9240908,5.79857211,5,Level 2,Commuter,11.88428181,7.39571011,Normal
Tesla Model 3,100,New York,37.50977748,6.34178129,58,Evening,Sunday,31.20433856,68.71411604,203.728966,30.12882994,1,DC Fast Charger,Casual Driver,18.41160745,15.00391099,Normal
Tesla Model 3,62,San Francisco,7.849721867,3.070779578,200,Evening,Tuesday,89.85040927,100,26.36280787,39.56907374,3,DC Fast Charger,Commuter,29.7757428,3.139888747,Long Session
Chevy Bolt,100,New York,66.52076448,40.59948391,160,Morning,Wednesday,19.50529978,86.02606426,123.5700603,-6.756693665,3.969244032,Level 1,Long-Distance Traveler,53.83242862,8.647699382,Long Session
Chevy Bolt,100,Los Angeles,149.9239832,74.61279366,167,Evening,Saturday,82.21735478,100,206.7145921,27.40868965,2,Level 1,Commuter,72.52704398,19.49011782,Normal
Chevy Bolt,62,San Francisco,29.84062267,39.5390994,216,Afternoon,Tuesday,17.26238083,65.39241739,195.4737864,19.17667044,7,Level 2,Commuter,15.26579253,7.460155668,Long Session
BMW i3,100,New York,59.78121988,28.46175259,171,Afternoon,Tuesday,72.52185208,100,134.3846583,18.12959244,6,Level 2,Casual Driver,44.48515226,14.94530497,Long Session
Tesla Model 3,94.82402915,Los Angeles,76.35819792,10.89466858,233,Afternoon,Saturday,80.67885939,100,213.4906079,36.46750891,5,Level 2,Commuter,35.7665373,19.08954948,Long Session
BMW i3,100,San Francisco,60.41010375,48.78868466,204,Evening,Thursday,77.00681785,100,99.54258331,12.87049397,2,DC Fast Charger,Casual Driver,60.68769941,24.1640415,Normal
Chevy Bolt,85,Chicago,44.78548904,24.89040523,131,Night,Friday,20.08304245,72.77185309,283.9026934,10.64900727,6,DC Fast Charger,Commuter,15.77494335,17.91419562,Normal
Tesla Model 3,75,San Francisco,22.22767365,6.572194603,123,Afternoon,Friday,30.81465369,60.45155189,227.5422571,0.510519698,1,DC Fast Charger,Casual Driver,9.768591528,8.89106946,Long Session
BMW i3,100,Houston,22.27571241,18.2090343,189,Morning,Wednesday,83.64021009,100,114.5406814,21.74994096,3,DC Fast Charger,Long-Distance Traveler,19.44786092,8.910284964,Long Session
BMW i3,85,San Francisco,29.01396646,43.00986974,61,Evening,Saturday,70.24797438,100,199.6381021,1.081182965,3,Level 1,Casual Driver,14.53328105,3.77181564,Normal
Chevy Bolt,75,Houston,61.11752874,28.40157855,199,Night,Sunday,28.7158913,100,172.6673988,-3.133508581,1,Level 2,Long-Distance Traveler,35.39610208,15.27938219,Long Session
